Label	Story
__label__32	"As a SPC Maximo End User, I want be able to view and/or modify accounting information based on POET accounting structure within the Invoice Application so that the future state design is meet"
__label__32	"As a SPC Maximo End User, I want be able to view and/or modify accounting information based on POET accounting structure within the Labor and Reporting Application so that the future state design is meet"
__label__32	"As a SPC Maximo End User, I want be able to view and/or modify accounting information based on POET accounting structure within the Service Items Application so that the future state design is meet"
__label__32	"As a SPC Maximo End User, I want be able to view and/or modify accounting information based on POET accounting structure within the Warranty Contracts Application so that the future state design is meet"
__label__32	"As a SPC Maximo End User, I want be able to view and/or modify accounting information based on POET accounting structure within the Purchase Contracts Application so that the future state design is meet"
__label__32	"As a SPC Maximo End User, I want be able to view and/or modify accounting information based on POET accounting structure within the Lease / Rental Contracts Application so that the future state design is meet"
__label__32	"As a SPC Maximo End User, I want be able to view and/or modify accounting information based on POET accounting structure within the Locations Application so that the future state design is meet"
__label__32	"As a SPC Maximo End User, I want be able to view and/or modify accounting information based on POET accounting structure within the Organizations Application so that the future state design is meet"
__label__32	"As a SPC Maximo End User, I want be able to view and/or modify accounting information based on POET accounting structure within the Work Order Tracking Application so that the future state design is meet"
__label__32	"As a SPC Maximo End User, I want be able to view and/or modify accounting information based on POET accounting structure within the Releases Application so that the future state design is meet"
__label__32	"As a SPC Maximo End User, I want be able to view and/or modify accounting information based on POET accounting structure within the Receiving Application so that the future state design is meet"
__label__32	"As a SPC End User, I want be able to send POET transactions for Receipts, So that I can all systems are in-sync so that the future state design is meet"
__label__32	"As a SPC Maximo End User, I want be able to view and/or modify accounting information based on POET accounting structure within the Purchase Requisition Application so that the future state design is meet"
__label__32	"As a SPC Maximo End User, I want be able to view and/or modify accounting information based on POET accounting structure within the Purchase Orders Application so that the future state design is meet"
__label__32	"As a SPC End User, I want be able to send POET transactions for Purchase Orders So that I can all systems are in-sync so that the future state design is meet"
__label__32	"As a SPC Maximo End User, I want be able to view and/or modify accounting information based on POET accounting structure within the Preventive Maintenance Application so that the future state design is meet"
__label__32	"As a developer, I will make the changes to the Chart of Accounts application - Popup - GL Components based on the common design defined so that the functionality can be achieved with POET structure"
__label__32	"As a SPC Maximo End User, I want be able to view and/or modify accounting information based on POET accounting structure within the Invoice Application so that the future state design is meet"
__label__32	"As a SPC Maximo End User, I want be able to view and/or modify accounting information based on POET accounting structure within the Labor and Reporting Application so that the future state design is meet"
__label__32	"As a SPC Maximo End User, I want be able to view and/or modify accounting information based on POET accounting structure within the Service Items Application so that the future state design is meet"
__label__32	"As a SPC Maximo End User, I want be able to view and/or modify accounting information based on POET accounting structure within the Warranty Contracts Application so that the future state design is meet"
__label__32	"As a SPC Maximo End User, I want be able to view and/or modify accounting information based on POET accounting structure within the Purchase Contracts Application so that the future state design is meet"
__label__32	"As a SPC Maximo End User, I want be able to view and/or modify accounting information based on POET accounting structure within the Lease / Rental Contracts Application so that the future state design is meet"
__label__32	"As a SPC Maximo End User, I want be able to view and/or modify accounting information based on POET accounting structure within the Locations Application so that the future state design is meet"
__label__32	"As a SPC Maximo End User, I want be able to view and/or modify accounting information based on POET accounting structure within the Organizations Application so that the future state design is meet"
__label__32	"As a SPC Maximo End User, I want be able to view and/or modify accounting information based on POET accounting structure within the Work Order Tracking Application so that the future state design is meet"
__label__32	"As a SPC Maximo End User, I want be able to view and/or modify accounting information based on POET accounting structure within the Releases Application so that the future state design is meet"
__label__32	"As a SPC Maximo End User, I want be able to view and/or modify accounting information based on POET accounting structure within the Receiving Application so that the future state design is meet"
__label__32	"As a SPC End User, I want be able to send POET transactions for Receipts, So that I can all systems are in-sync so that the future state design is meet"
__label__32	"As a SPC Maximo End User, I want be able to view and/or modify accounting information based on POET accounting structure within the Purchase Requisition Application so that the future state design is meet"
__label__32	"As a SPC Maximo End User, I want be able to view and/or modify accounting information based on POET accounting structure within the Purchase Orders Application so that the future state design is meet"
__label__32	"As a SPC End User, I want be able to send POET transactions for Purchase Orders So that I can all systems are in-sync so that the future state design is meet"
__label__32	"As a SPC Maximo End User, I want be able to view and/or modify accounting information based on POET accounting structure within the Preventive Maintenance Application so that the future state design is meet"
__label__32	"As a developer, I will make the changes to the Chart of Accounts application - Popup - GL Components based on the common design defined so that the functionality can be achieved with POET structure"
__label__267	"As a developer, I want to modify the LABTRASN_GLSwap customization to update the POET account so that the process will be easier for the end user."
__label__267	"As a developer, I want to determine if the MarketPlacePO customization needs to be evaluated, so that I can determine if it needs to be added or removed"
__label__267	"As a SPC developer, I want to modify the PO workflow for GL remediation efforts so that the PR can be created with POET structure."
__label__267	"As a developer, I want to modify the LABTRASN_GLSwap customization to update the POET account so that the process will be easier for the end user."
__label__267	"As a developer, I want to determine if the MarketPlacePO customization needs to be evaluated, so that I can determine if it needs to be added or removed"
__label__267	"As a SPC developer, I want to modify the PO workflow for GL remediation efforts so that the PR can be created with POET structure."
__label__251	"As a SPC requestor, I want be able to create PR by using the update PR process including impact of Vertex integration on TRM Rules so that regulations are followed"
__label__251	"As a SPC tester, I want create test script for creating purchase requisition so that testing can be performed using the test script"
__label__251	"As a SPC developer, I want to modify the PR workflow for GL remediation efforts so that the PR can be created with POET structure"
__label__251	"As a SPC requestor, I want be able to create PR by using the PR workflow that includes updated GL Remediation so that necessary changes are identified"
__label__251	"As a developer, I want to develop a technical design mapping for the Company Codes to ""O"", so that the development process is efficient and effective."
__label__251	"As a SPC developer, I want to know how POET accommodate for the accounting based on Site Structure, so that I make the appropriate changes to the system."
__label__251	"As a SPC requestor, I want be able to create PR by using the update PR process including impact of Vertex integration on TRM Rules so that regulations are followed"
__label__251	"As a SPC tester, I want create test script for creating purchase requisition so that testing can be performed using the test script"
__label__251	"As a SPC developer, I want to modify the PR workflow for GL remediation efforts so that the PR can be created with POET structure"
__label__251	"As an Integration developer, I want to develop the integration structure So that I can map P2P Process PR from SPC Maximo to BuyerQuest(INT-13)"
__label__251	"As an Integration developer, I want to develop the integration structure So that I can map BuyerQuest PR from BuyerQuest to SPC Maximo(INT-11)"
__label__251	"As a Integration developer, I want to design the data mapping so that I can map BuyerQuest PR from BuyerQuest to SPC Maximo(INT-11)"
__label__251	"As a Integration developer, I want to design the data mapping so that I can map the P2P Process PR from SPC Maximo to BuyerQuest(INT-13)"
__label__251	"As a SPC requestor, I want be able to create PR by using the PR workflow that includes updated GL Remediation so that necessary changes are identified"
__label__251	"As a developer, I want to develop a technical design mapping for the Company Codes to ""O"", so that the development process is efficient and effective."
__label__251	"As a SPC developer, I want to know how POET accommodate for the accounting based on Site Structure, so that I make the appropriate changes to the system."
__label__251	"As an integration developer, I want to develop the integration structure so that I can map BuyerQuest PR from BuyerQuest to SPC Maximo(INT-11)"
__label__251	"As an integration developer, I want to develop the integration structure so that I can map P2P Process PR from SPC Maximo to BuyerQuest(INT-13)"
__label__251	"As an integration developer, I want to design the data mapping so that I can map BuyerQuest PR from BuyerQuest to SPC Maximo(INT-11)"
__label__251	"As an integration developer, I want to design the data mapping so that I can map the P2P Process PR from SPC Maximo to BuyerQuest(INT-13)"
__label__266	"As a SPC tester, I want create test script for creating/ maintaining blanket agreement so that testing can be performed using the test script"
__label__265	"As a SPC tester, I want create test script for creating/ maintaining service contract so that testing can be performed using the test script"
__label__265	"As a Integration developer, I want to design the data mapping for Pos from EDI to SPC Maximo and vice versa(INT-22) so that I can make the necessary changes"
__label__265	"As a SPC tester, I want create test script for creating/ maintaining service contract so that testing can be performed using the test script"
__label__265	"As an Integration developer, I want to develop the integration structure So that I can map Pos from EDI to SPC Maximo and vice versa(INT-22)"
__label__265	"As a Integration developer, I want to design the data mapping for Pos from EDI to SPC Maximo and vice versa(INT-22) so that I can make the necessary changes"
__label__265	"As an integration developer, I want to develop the integration structure so that I can map Pos from EDI to SPC Maximo and vice versa(INT-22)"
__label__265	"As an integration developer, I want to design the data mapping for Pos from EDI to SPC Maximo and vice versa(INT-22) so that I can make the necessary changes"
__label__247	"As an Integration developer, I want to design the data mapping on purchase orders workflow So that we map data on purchase orders from SPC Maximo to Oracle(Cloud) (INT-10)"
__label__247	"As an SPC process designer, I want review current PO close process with the team, so that I can align the current state PO auto close process and understand improvement opportunities if any."
__label__247	"As an SPC stakeholder, I want to understand the ERS functionality so that I can make a final decision on implementing ERS functionality and effort Analysis"
__label__247	"As a SPC tester, I want create test script for maintaining purchase order so that testing can be performed using the test script"
__label__247	"As a SPC buyer, I want be able to approve PO and send it to Oracle with alignment between Maximo and Oracle PO status update so that necessary changes are identified"
__label__247	"As SPC buyer, I want to create PO by using GEP SMART for supplier information so that necessary changes are identified"
__label__247	"As a SPC buyer, I want be able to create PO by using the PO workflow that includes updated GL Remediation so that necessary changes are identified"
__label__247	"As an SPC process designer, I want review current PO close process with the team, so that I can align the current state PO auto close process and understand improvement opportunities if any."
__label__247	"As an SPC stakeholder, I want to understand the ERS functionality so that I can make a final decision on implementing ERS functionality and effort Analysis"
__label__247	"As a SPC tester, I want create test script for maintaining purchase order so that testing can be performed using the test script"
__label__247	"As a Integration developer, I want to develop the integration structure so that I map A)tax codes from Vertex system to SPC Maximo(INT-21). B) Issues/Returns C) POS from Vertex system to SPC Maximo and vice versa (INT-21)"
__label__247	"As a Integration developer, I want to design the data mapping on purchase orders so that we map data on purchase orders from SPC Maximo to Oracle(Cloud) (INT-10)"
__label__247	"As a Integration developer, I want to design the data mapping so that we map the data of A)tax codes from Vertex system to SPC Maximo(INT-21). B) Issues/Returns C) POS from Vertex system to SPC Maximo and vice versa (INT-21)"
__label__247	"As a SPC buyer, I want be able to approve PO and send it to Oracle with alignment between Maximo and Oracle PO status update so that necessary changes are identified"
__label__247	"As SPC buyer, I want to create PO by using GEP SMART for supplier information so that necessary changes are identified"
__label__247	"As a SPC buyer, I want be able to create PO by using the PO workflow that includes updated GL Remediation so that necessary changes are identified"
__label__247	"As an integration developer, I want to develop the integration structure so that I map A)tax codes from Vertex system to SPC Maximo(INT-21). B) Issues/Returns C) POS from Vertex system to SPC Maximo and vice versa (INT-21)"
__label__247	"As an integration developer, I want to design the data mapping on purchase orders so that we map data on purchase orders from SPC Maximo to Oracle(Cloud) (INT-10)"
__label__247	"As an integration developer, I want to design the data mapping so that we map the data of A)tax codes from Vertex system to SPC Maximo(INT-21). B) Issues/Returns C) POS from Vertex system to SPC Maximo and vice versa (INT-21)"
__label__246	"As a SPC invoice reconcile, I want be have a process to resolve multiple invoice holds So that the payment process is improved"
__label__246	"As an SPC process designer, I want review feasibility of moving invoice hold auto-release tolerances to Oracle from Maximo so that I finalize decision on system of record for invoice hold auto-release tolerances for SPC"
__label__246	"As a SPC stakeholder, I want be able to see invoice and PO in Maximo and Oracle so that I ensure SPC stakeholders have access to the required documents for resolution purposes"
__label__246	"As a SPC buyer and AP, I want be able to process invoice without unit price rounding issues so that the process is streamlined."
__label__246	"As a SPC AP tester, I want develop a payment process so that I want be able to see suppliers information in Maximo"
__label__246	"As a SPC buyer, I want to send notifications to the budget analyst to reconcile invoices on hold so that all invoices are processed timely and correctly."
__label__246	"As SPC AP, I want be able to understand current state of tax and freight calculation on invoice in Maximo so that I can develop the future state"
__label__246	"As a SPC tester, I want create test script for processing and paying invoices so that testing can be performed using the test script"
__label__246	"As a SPC developer, I want modify the Report - SPCsalesandsuebyvendorinvoice_VE.rptdesign based on POET Structure so that we can break the sales and use per location"
__label__246	"As a Integration developer, I want to design the data mapping on Invoice status so that I map the data on invoice status from SPC Maximo to Oracle (Cloud) and vice versa(INT-4)"
__label__246	"As a Integration developer, I want to design the data mapping on check #, so that we map the check # from Oracle to SPC Maximo(INT-5)"
__label__246	"As a Integration developer, I want to design the data mapping on invoices so that we can map invoices from Oracle(Cloud) to SPC Maximo(INT-7)"
__label__246	"As SPC Maximo System Analyst, I want understand impact of GL Remediation on '923' EWO Report and document the impact of GL so that necessary changes are identified"
__label__246	"As an Integration developer, I want to develop the integration structure So that I can map invoices from Oracle(Cloud) to SPC Maximo(INT-7)"
__label__246	"As an SPC process designer, I want review feasibility of moving invoice hold auto-release tolerances to Oracle from Maximo so that I finalize decision on system of record for invoice hold auto-release tolerances for SPC"
__label__246	"As a SPC stakeholder, I want be able to see invoice and PO in Maximo and Oracle so that I ensure SPC stakeholders have access to the required documents for resolution purposes"
__label__246	"As a SPC invoice reconciler, I want be have a process to resolve multiple invoice holds so that the payment process is improved"
__label__246	"As a SPC buyer and AP, I want be able to process invoice without unit price rounding issues so that the process is streamlined."
__label__246	"As a SPC AP tester, I want develop a payment process so that I want be able to see suppliers information in Maximo"
__label__246	"As a SPC buyer, I want to send notifications to the budget analyst to reconcile invoices on hold so that all invoices are processed timely and correctly."
__label__246	"As SPC AP, I want be able to understand current state of tax and freight calculation on invoice in Maximo so that I can develop the future state"
__label__246	"As a SPC developer, I want modify the Report - SPCsalesandsuebyvendorinvoice_VE.rptdesign based on POET Structure so that we can break the sales and use per location"
__label__246	"As an Integration developer, I want to develop the integration structure So that I can map check # from Oracle to SPC Maximo(INT-5)"
__label__246	"As an Integration developer, I want to develop the integration structure So that I can map Invoice status from SPC Maximo to Oracle (Cloud) and vice versa(INT-4)"
__label__246	"As a Integration developer, I want to design the data mapping on Invoice status so that I map the data on invoice status from SPC Maximo to Oracle (Cloud) and vice versa(INT-4)"
__label__246	"As a Integration developer, I want to design the data mapping on check #, so that we map the check # from Oracle to SPC Maximo(INT-5)"
__label__246	"As a Integration developer, I want to design the data mapping on invoices so that we can map invoices from Oracle(Cloud) to SPC Maximo(INT-7)"
__label__246	"As SPC Maximo System Analyst, I want understand impact of GL Remediation on '923' EWO Report and document the impact of GL so that necessary changes are identified"
__label__246	"As an integration developer, I want to develop the integration structure so that I can map Invoice status from SPC Maximo to Oracle (Cloud) and vice versa(INT-4)"
__label__246	"As an integration developer, I want to develop the integration structure so that I can map check # from Oracle to SPC Maximo(INT-5)"
__label__246	"As an integration developer, I want to develop the integration structure so that I can map invoices from Oracle(Cloud) to SPC Maximo(INT-7)"
__label__246	"As an integration developer, I want to design the data mapping on Invoice status so that I map the data on invoice status from SPC Maximo to Oracle (Cloud) and vice versa(INT-4)"
__label__246	"As an integration developer, I want to design the data mapping on check #, so that we map the check # from Oracle to SPC Maximo(INT-5)"
__label__246	"As an integration developer, I want to design the data mapping on invoices so that we can map invoices from Oracle(Cloud) to SPC Maximo(INT-7)"
__label__250	"As a SPC process designer, I want review PR, PO, and receiving process flows with the development team so that the technical requirements are met"
__label__250	"As a SPC tester, I want create test script for receiving materials ordered so that testing can be performed using the test script"
__label__250	"As a Integration developer, I want to design the data mapping of receipts so that I map the data on receipts from SPC Maximo to Oracle(Cloud) (INT-19)"
__label__250	"As a Integration developer, I want to design the data mapping on Receiving Journals from SPC Maximo to Oracle(Cloud) (INT-8) so that I can make the necessary changes"
__label__250	"As a SPC developer, I want to understand impact of GL Remediation to receiving report, so that any changes made do not have unforeseen consequences."
__label__250	"As a SPC process designer, I want review PR, PO, and receiving process flows with the development team so that the technical requirements are met"
__label__250	"As a SPC tester, I want create test script for receiving materials ordered so that testing can be performed using the test script"
__label__250	"As a Integration developer, I want to develop the integration structure so that I can map receipts from SPC Maximo to Oracle(Cloud) (INT-19)"
__label__250	"As a Integration developer, I want to develop the integration structure so that I can map Receiving Journals from SPC Maximo to Oracle(Cloud) (INT-8)"
__label__250	"As a Integration developer, I want to design the data mapping of receipts so that I map the data on receipts from SPC Maximo to Oracle(Cloud) (INT-19)"
__label__250	"As a Integration developer, I want to design the data mapping on Receiving Journals from SPC Maximo to Oracle(Cloud) (INT-8) so that I can make the necessary changes"
__label__250	"As an integration developer, I want to develop the integration structure so that I can map Receiving Journals from SPC Maximo to Oracle(Cloud) (INT-8)"
__label__250	"As an integration developer, I want to design the data mapping of receipts so that I map the data on receipts from SPC Maximo to Oracle(Cloud) (INT-19)"
__label__250	"As an integration developer, I want to design the data mapping on Receiving Journals from SPC Maximo to Oracle(Cloud) (INT-8) so that I can make the necessary changes"
__label__130	"I want to create some detailed guidance on performance testing, so that relevant teams can be informed of best practices."
__label__274	"As a program management stakeholder, I want to re-validate the defect workflow with any new workstream tech teams and dev ops so that we incorporate any new code promotion and dev ops testing into defect workflow"
__label__137	"I want to ensure TestFLO configurations are fully enabled for User Story, Epic, and SIT/E2E testing, so that Test execution can be aligned with our Test Strategy"
__label__126	"As a program management stakeholder, I want to incorporate security compliance requirements (where specific data types and test evidence can be stored) into Testing strategy, so that teams follow a standard procedure to ensure evidencing meets compliance"
__label__126	"RTM - I want to create a data extract of testing objects, so that I can see the trace-ability between user stories, test cases, and test plans"
__label__91	"As a program management stakeholder, I need to confirm the specific role/owner for End to End and UAT testing for each capability, so that I can enable them to execute testing"
__label__91	"I want to confirm technical lead(s), so we can confirm testing and detail resolution process."
__label__136	I want to create a filter to showcase a user's Test Plans (assigned to) so that searching is easier for them
__label__135	"As a program management stakeholder, I want to determine the consolidated list of in scope legacy apps for April 2020 release, so we can determine our full test scope and stakeholders"
__label__186	"As a finance user, I want to view how a project is closed in Oracle so that the change management impact of moving to a new system can be minimized"
__label__186	"As a finance user, I want to document all the relevant business processes for project closure so that operational efficiency can be achieved"
__label__215	"As a technical implementation user, I would like to document technical specifications for Project Close from Oracle ERP to PowerPlan Interface so that the document serves as a reference for technical design"
__label__215	"As a technical implementation user, I would like to complete technical design for Project Close from Oracle ERP to PowerPlan Interface so that I can complete the build"
__label__215	"As a technical implementation user, I would like to build/unit test for Project Close from Oracle ERP to PowerPlan Interface so that I can get the objects ready for functional testing"
__label__215	"As a technical implementation user, I would like to create a prototype for Project Close from Oracle ERP to PowerPlan Interface so that I can demo the core functionality to the functional/business teams"
__label__215	"As a technical implementation user, I would like to support the functional team in completing the mapping for Project Close from Oracle ERP to PowerPlan Interface so that I can incorporate mapping rules into the build"
__label__352	"As a Reporting Lead, I want to ensure the leading practice scope assignment is finalized, so that we can facilitate conversations with the SubTeam."
__label__140	"As a finance user, I want to document the business process for cancelling a Routine project so that employees will be aware of how to terminate a Routine project in the future state if necessary"
__label__140	"As a finance user, I want to document the business process for cancelling a Discrete project so that employees will be aware of how to terminate a Discrete project in the future state if necessary"
__label__172	"As a finance user, I want to document all required touchpoints / data flow with project closure systems so that the end-to-end project lifecycle can be enabled"
__label__139	"As a finance user, I want to document the business process for suspending a Routine project so that employees will be aware of how to halt a Routine project in the future state if necessary"
__label__139	"As a finance user, I want to document the business process for suspending a Discrete project so that employees will be aware of how to halt a Discrete project in the future state if necessary"
__label__129	"As a ClientABC employee, I want a technical design for integrations Maximo to Oracle Projects Inventory Transactions Interface so that it can be maintained and updated as required."
__label__129	"As a ClientABC Employee, I want data mapping defined for Maximo to Oracle Projects Inventory Transactions Interface so that there is consistent flow of data."
__label__129	"As a ClientABC Employee, I want an API build and tested for Maximo to Oracle Projects Inventory Transactions Interface so that applications are integrated (Inventory Transactions)"
__label__127	"As a ClientABC employee, I want a technical design for integrations POET Outbound Interface so that it can be maintained and updated as required."
__label__127	"As a ClientABC Employee, I want data mapping defined for POET Outbound Interface so that there is consistent flow of data."
__label__127	"As a ClientABC Employee, I want an API build and tested for POET Outbound Interface so that applications are integrated."
__label__345	"As a ClientABC Employee, I want to give the functional design documents for the PowerPlan integration dealing with inbound transactions so they can build any potential Apigee integration for R2"
__label__346	"As a ClientABC Employee, I want to give the functional design documents for the PowerPlan integration dealing with outbound transactions to the technical team so they can build the potential Apigee integration for R2"
__label__347	"As a ClientABC Employee, I want to give the functional design documents for the OACS/OBIA/reporting integration to the technical team so they can build the potential Apigee integration for R2"
__label__348	"As a ClientABC Employee, I want to support the technical team as they build the SHIPS --> Oracle interface so that any outstanding questions can be answered for any potential Apigee integrations for R2"
__label__173	"As a finance user, I want to document the business process for expenditure burdening so that efficient transaction processing can be enabled"
__label__173	"As a finance user, I want to identify use cases for project expenditure burdening so that project scope can be refined"
__label__187	"As an Oracle lead, I want to unit test the extract programs so that they work as expected"
__label__187	"As an Oracle lead, I want to unit test the conversion program so that it is working as expected"
__label__187	"As a finance user, I want to update the relevant functional design documents for expenditure conversion so that the technical team can migrate the legacy data"
__label__187	"As a finance user, I want to document the data extraction and cleansing approach so that the conversion is successful"
__label__187	"As a finance user, I want to determine the number of mock conversion iterations that will be required for project expenditures so that the technical team can plan their work accordingly"
__label__178	"As an Oracle lead, I want to review the data mapping template for interfacing expenditures into Oracle Projects so that the conversion is successful"
__label__178	"As an Oracle lead, I want to review the expenditure interface design with the SA and Tech team so that costs can be accurately interfaced into Oracle Projects"
__label__178	"As a technical implementation user, I would like to document technical specifications for Expenditure to Oracle Projects Interface so that the document serves as a reference for technical design"
__label__178	"As a technical implementation user, I would like to complete technical design for Expenditure to Oracle Projects Interface so that I can complete the build"
__label__178	"As a technical implementation user, I would like to build/unit test for Expenditure to Oracle Projects Interface so that I can get the objects ready for functional testing"
__label__178	"As a technical implementation user, I would like to create a prototype for Expenditure to Oracle Projects Interface so that I can demo the core functionality to the functional/business teams"
__label__178	"As a technical implementation user, I would like to support the functional team in completing the mapping for Expenditure to Oracle Projects Interface so that I can incorporate mapping rules into the build"
__label__180	"As an Oracle lead, I want to review the configuration document for SLA rules with the business so that the implementation team is prepared for future releases"
__label__180	"As a finance user, I want to define what types of transactions will require accounting (labor, Maximo, miscellaneous) so that the subledger accounting rules can be defined appropriately"
__label__179	"As a finance user, I want to view how allocation functionality works in Oracle so that allocations can be standardized and rationalized"
__label__179	"As an Oracle lead, I want to review the configuration document for project allocations with the business so that the implementation team is prepared for future releases"
__label__89	"As a finance user, I want to understand the separation protocol requirements and develop a design to so that these requirements are met"
__label__89	"As a finance user, I want to ensure alignment with cross validation rules in the general ledger to ensure alignment and so that valid project transactions do not error out due to cross validation rules"
__label__89	"As a finance user, I want to understand and document the expenditure controls that can and should be utilized in Oracle projects so that costs can be accurately and efficiently captured"
__label__89	"As a finance user, I want to determine systems that require POET values so that interface team knows"
__label__89	"As a finance user, I want to document the business process for cost adjustments in Oracle (e.g. splitting costs, transferring to another task/project, setting as billable) so that employees can make adjustments if needed to project costs"
__label__89	"As a finance user, I want to document all the relevant business processes for project execution & accounting so that operational efficiency can be achieved"
__label__89	"As a finance user, I want to understand the expenditure controls that can and should be utilized in Oracle projects so that costs can be accurately and efficiently captured"
__label__212	"As a technical implementation user, I would like to document technical specifications for Oracle Projects to EPBCS Interface so that the document serves as a reference for technical design"
__label__212	"As a technical implementation user, I would like to complete technical design for Oracle Projects to EPBCS Interface so that I can complete the build"
__label__212	"As a technical implementation user, I would like to build/unit test for Oracle Projects to EPBCS Interface so that I can get the objects ready for functional testing"
__label__212	"As a technical implementation user, I would like to create a prototype for Oracle Projects to EPBCS Interface so that I can demo the core functionality to the functional/business teams"
__label__212	"As a technical implementation user, I would like to support the functional team in completing the mapping for Oracle Projects to EPBCS Interface so that I can incorporate mapping rules into the build"
__label__219	"As a technical implementation user, I would like to build/unit test for Maximo to Oracle Projects Inventory Transactions Interface so that I can get the objects ready for functional testing"
__label__208	"As a technical implementation user, I would like to document technical specifications for SHIPS to Oracle Projects Interface so that the document serves as a reference for technical design"
__label__208	"As a technical implementation user, I would like to complete technical design for SHIPS to Oracle Projects Interface so that I can complete the build"
__label__208	"As a technical implementation user, I would like to create a prototype for SHIPS to Oracle Projects Interface so that I can demo the core functionality to the functional/business teams"
__label__208	"As a technical implementation user, I would like to build/unit test for SHIPS to Oracle Projects Interface so that I can get the objects ready for functional testing"
__label__208	"As a technical implementation user, I would like to support the functional team in completing the mapping for SHIPS to Oracle Projects Interface so that I can incorporate mapping rules into the build"
__label__211	"As a technical implementation user, I would like to document technical specifications for PowerPlan to Oracle Projects Interface so that the document serves as a reference for technical design"
__label__211	"As a technical implementation user, I would like to complete technical design for PowerPlan to Oracle Projects Interface so that I can complete the build"
__label__211	"As a technical implementation user, I would like to build/unit test for PowerPlan to Oracle Projects Interface so that I can get the objects ready for functional testing"
__label__211	"As a technical implementation user, I would like to create a prototype for PowerPlan to Oracle Projects Interface so that I can demo the core functionality to the functional/business teams"
__label__211	"As a technical implementation user, I would like to support the functional team in completing the mapping for PowerPlan to Oracle Projects Interface so that I can incorporate mapping rules into the build"
__label__210	"As a technical implementation user, I would like to document technical specifications for Oracle Projects to PowerPlan Interface so that the document serves as a reference for technical design"
__label__210	"As a technical implementation user, I would like to complete technical design for Oracle Projects to PowerPlan Interface so that I can complete the build"
__label__210	"As a technical implementation user, I would like to build/unit test for Oracle Projects to PowerPlan Interface so that I can get the objects ready for functional testing"
__label__210	"As a technical implementation user, I would like to create a prototype for Oracle Projects to PowerPlan Interface so that I can demo the core functionality to the functional/business teams"
__label__210	"As a technical implementation user, I would like to support the functional team in completing the mapping for Oracle Projects to PowerPlan Interface so that I can incorporate mapping rules into the build"
__label__200	"As a technical implementation user, I would like to document technical specifications for POET Outbound Interface so that the document serves as a reference for technical design"
__label__200	"As a technical implementation user, I would like to complete technical design for POET Outbound Interface so that I can complete the build"
__label__200	"As a technical implementation user, I would like to create a prototype for POET Outbound Interface so that I can demo the core functionality to the functional/business teams"
__label__200	"As a technical implementation user, I would like to build/unit test for POET Outbound Interface so that I can get the objects ready for functional testing"
__label__200	"As a technical implementation user, I would like to support the functional team in completing the mapping for POET Outbound Interface so that I can incorporate mapping rules into the build"
__label__217	"As a technical implementation user, I would like to support functional team in configuring Project Journal Workflow so that approval workflow is configured"
__label__175	"As a finance user, I want to define all the relevant DFFs that will have to be configured on expenditure batches so that additional cost information can be captured"
__label__175	"As a finance user, I want to view how the expenditure batch upload works in Oracle and the corresponding accounting so that the change management impact of migrating to a new system can be minimized"
__label__142	"As a finance user, I want to define the subledger accounting rules for material transactions so that accurate processing and accounting can be completed"
__label__141	"As a finance user, I want to define the subledger accounting rules for Property & Lease transactions so that accurate processing and accounting can be completed"
__label__182	"As a finance user, I want to define initial inventory of all relevant activity values (service types) that will be used in Projects so that subledger design can be completed"
__label__182	"As a finance user, I want to document criteria / definition of Activity so that there is standard use of the value"
__label__181	"As a finance user, I want to determine if any mapping/legacy value mapping is required so that subledger design can be completed"
__label__181	"As a finance user, I want to define an initial inventory of all relevant allocation types that will be used in Projects so that subledger design can be completed"
__label__181	"As a finance user, I want to document criteria / definition of Allocation Type so that there is standard use of the value"
__label__203	"As a technical implementation user, I would like to document technical specifications for Capital Project Conversion so that the document serves as a reference for technical design"
__label__203	"As a technical implementation user, I would like to complete technical design for Capital Project Conversion so that I can complete the build"
__label__203	"As a technical implementation user, I would like to create a prototype for Capital Project Conversion so that I can demo the core functionality to the functional/business teams"
__label__203	"As a technical implementation user, I would like to build/unit test for Capital Project Conversion so that I can get the objects ready for functional testing"
__label__203	"As a technical implementation user, I would like to support the functional team in completing the mapping for Capital Project Conversion so that I can incorporate mapping rules into the build"
__label__117	"As a ClientABC Employee, I want an API built and tested for WO creation so that applications are integrated."
__label__117	"As a ClientABC employee, I want a technical design for WO creation integrations so that it can be maintained and updated as required."
__label__117	"As a ClientABC Employee, I want data mapping defined for API for WO creation so that there is consistent flow of data."
__label__183	"As a finance user, I want to define all relevant touchpoints with PowerPlan so that the end-to-end project lifecycle can be enabled"
__label__183	"As a technical implementation user, I would like to document technical specifications for Oracle Project to PowerPlan s Interface so that the document serves as a reference for technical design"
__label__183	"As a technical implementation user, I would like to complete technical design for Oracle Project to PowerPlan s Interface so that I can complete the build"
__label__183	"As a technical implementation user, I would like to build/unit test for Oracle Project to PowerPlan s Interface so that I can get the objects ready for functional testing"
__label__183	"As a technical implementation user, I would like to create a prototype for Oracle Project to PowerPlan s Interface so that I can demo the core functionality to the functional/business teams"
__label__183	"As a technical implementation user, I would like to support the functional team in completing the mapping for Oracle Project to PowerPlan s Interface so that I can incorporate mapping rules into the build"
__label__194	"As a finance user, I want to document the current state approval process for Routine projects so that the implementation team understands current state and requirements"
